problem,seed,nlevels,n,m,order_conf,tot_palsz,tot_lstsz,ncols,tot_conf_edges,tot_build_tm,tot_conf_tm,tot_assgn_tm,tot_inv_tm,mem
H6_3D_sto3g,1736,7,8721,19178632,LIST,1195,90,1233,10904812,3.58402,0.141848,0.010123,0,81388
H6_3D_sto3g,340955,7,8721,19178632,LIST,1196,91,1235,10852576,3.47517,0.133542,0.00994966,0,81432
H6_3D_sto3g,82674392,7,8721,19178632,LIST,1195,91,1228,10848780,3.56999,0.132879,0.0100036,0,81676
H6_3D_sto3g,234853455,6,8721,19178632,LIST,1186,82,1242,10845739,3.59617,0.164097,0.0103173,0,81488
H6_2D_sto3g,5,7,18137,82641188,LIST,2450,100,2505,28604089,17.2988,0.385431,0.0225632,0,271996
H6_2D_sto3g,1736,7,18137,82641188,LIST,2438,100,2496,28484069,17.4504,0.380249,0.0218201,0,271916
H6_2D_sto3g,340955,7,18137,82641188,LIST,2446,100,2507,28571447,17.3257,0.385323,0.0219562,0,271708
H6_2D_sto3g,82674392,7,18137,82641188,LIST,2451,100,2514,28595707,17.2707,0.39467,0.0220056,0,271660
H6_2D_sto3g,234853455,7,18137,82641188,LIST,2455,100,2517,28644492,17.6978,0.376459,0.0234538,0,271268
H6_1D_sto3g,5,7,19025,90853544,LIST,2549,101,2603,30655766,18.889,0.419429,0.0235939,0,286728
H6_1D_sto3g,1736,7,19025,90853544,LIST,2549,101,2612,30651689,18.9541,0.416359,0.0233288,0,285808
H6_1D_sto3g,340955,7,19025,90853544,LIST,2560,101,2617,30756606,19.3467,0.414645,0.0233567,0,286464
H6_1D_sto3g,82674392,7,19025,90853544,LIST,2556,101,2623,30723019,18.929,0.437035,0.0234279,0,286760
H6_1D_sto3g,234853455,7,19025,90853544,LIST,2560,101,2621,30737616,19.1023,0.423751,0.0240815,0,286408
H4_2D_631g,5,8,22529,127024320,LIST,3011,112,3050,39398179,28.8304,0.583735,0.0321032,0,359424
H4_2D_631g,1736,8,22529,127024320,LIST,3023,112,3067,39505497,28.5004,0.532865,0.0286698,0,358352
H4_2D_631g,340955,8,22529,127024320,LIST,3030,112,3071,39594040,28.639,0.552616,0.0286465,0,358876
H4_2D_631g,82674392,8,22529,127024320,LIST,3031,111,3073,39624694,28.5894,0.529641,0.0290213,0,359252
H4_2D_631g,234853455,8,22529,127024320,LIST,3021,111,3058,39533974,28.6734,0.553514,0.0284748,0,358360
H4_3D_631g,5,8,34481,297303496,LIST,4571,117,4615,65064515,68.8098,0.923669,0.0441187,0,558872
H4_3D_631g,1736,8,34481,297303496,LIST,4580,118,4627,65194896,68.4112,0.924489,0.045274,0,557668
H4_3D_631g,340955,8,34481,297303496,LIST,4582,118,4635,65164683,68.531,0.934135,0.0442649,0,558592
H4_3D_631g,82674392,8,34481,297303496,LIST,4569,118,4615,64978224,68.3651,0.920673,0.0446324,0,558436
H4_3D_631g,234853455,8,34481,297303496,LIST,4576,118,4626,65157449,69.165,0.928007,0.0445314,0,558496
H4_1D_631g,5,8,42449,450624984,LIST,5630,121,5686,87143521,108.568,1.26981,0.0582801,0,724484
H4_1D_631g,1736,8,42449,450624984,LIST,5630,121,5684,87099305,107.92,1.30545,0.0567043,0,723548
H4_1D_631g,340955,9,42449,450624984,LIST,5648,128,5678,87277910,109.41,1.28239,0.0565924,0,722964
H4_1D_631g,82674392,8,42449,450624984,LIST,5626,121,5681,87056307,107.494,1.26667,0.057,0,722848
H4_1D_631g,234853455,8,42449,450624984,LIST,5615,121,5673,86971154,107.521,1.39899,0.0566269,0,722612
H4_2D_6311g,5,9,154641,5979614600,LIST,18702,146,18753,387456649,1701.72,9.70308,0.216677,0,2.7739e+06
H4_2D_6311g,1736,9,154641,5979614600,LIST,18754,146,18809,388158663,1713.75,9.91942,0.221306,0,2.77304e+06
H4_2D_6311g,340955,9,154641,5979614600,LIST,18731,145,18783,388097522,1707.3,11.0625,0.227884,0,2.77374e+06
H4_2D_6311g,82674392,9,154641,5979614600,LIST,18834,146,18884,389010712,1707.47,9.73384,0.217308,0,2.77403e+06
H4_2D_6311g,234853455,9,154641,5979614600,LIST,18698,146,18748,387789434,1706.94,9.79075,0.21662,0,2.774e+06
