problem,seed,nlevels,n,m,order_conf,tot_palsz,tot_lstsz,ncols,tot_conf_edges,tot_build_tm,tot_conf_tm,tot_assgn_tm,tot_inv_tm,mem
H6_2D_sto3g,5,5,18137,82641188,LIST,2789,59,2819,96321434,18.5372,0.300945,0.0168452,0,904924
H6_2D_sto3g,1736,5,18137,82641188,LIST,2791,59,2823,96338662,18.5796,0.303343,0.0165529,0,904928
H6_2D_sto3g,340955,5,18137,82641188,LIST,2812,59,2846,96402563,18.4761,0.304266,0.0166998,0,904920
H6_2D_sto3g,82674392,5,18137,82641188,LIST,2790,59,2826,96323844,18.7765,0.305673,0.016971,0,904928
H6_2D_sto3g,234853455,5,18137,82641188,LIST,2788,59,2816,96318087,18.5561,0.301426,0.016859,0,904924
H6_2D_sto3g,5,5,18137,82641188,LIST,2789,59,2819,96321434,18.6058,0.299108,0.0171672,0,904924
H6_2D_sto3g,1736,5,18137,82641188,LIST,2791,59,2823,96338662,18.5414,0.303742,0.0165181,0,904928
H6_2D_sto3g,340955,5,18137,82641188,LIST,2812,59,2846,96402563,18.6541,0.311054,0.0166269,0,904924
H6_2D_sto3g,82674392,5,18137,82641188,LIST,2790,59,2826,96323844,18.4355,0.301011,0.0165325,0,904928
H6_2D_sto3g,234853455,5,18137,82641188,LIST,2788,59,2816,96318087,18.5223,0.300298,0.0165369,0,904924
H6_2D_sto3g,5,5,18137,82641188,LIST,2789,59,2819,96321434,18.5512,0.299755,0.0167585,0,904924
H6_2D_sto3g,1736,5,18137,82641188,LIST,2791,59,2823,96338662,18.7188,0.309229,0.0168329,0,904928
H6_2D_sto3g,340955,5,18137,82641188,LIST,2812,59,2846,96402563,18.5699,0.312367,0.0166099,0,904924
H6_2D_sto3g,82674392,5,18137,82641188,LIST,2790,59,2826,96323844,18.6674,0.307934,0.0168165,0,904924
